Thời gian;Người gửi;Nội dung
2025-12-07 21:52:13;Lê Ngọc Tuyền;với lại tui đã kêu mn suy nghĩ trước khi vô group rồi nên tui hy vọng và cũng mong là mn thật sự có quyết tâm nên là sẽ cố gắng tha thứ mấy cái đàng hoàng còn muốn kick thì chắc vote
2025-12-07 21:52:14;Mai Quỳnh Anh;hok có biểu quyết
2025-12-07 21:52:15;Mai Quỳnh Anh;tại vì
2025-12-07 21:52:20;Mai Quỳnh Anh;nó là quyền lợi ý mn
2025-12-07 21:52:22;Lê Ngọc Tuyền;à ừ cũng đúng
2025-12-07 21:52:36;Lê Ngọc Tuyền;3 lần đóng tiền thì reset
2025-12-07 21:52:42;Lê Ngọc Tuyền;còn kick
2025-12-07 21:52:49;Lê Ngọc Tuyền;thì chắc vi phạm vô những rule quan trọng thôi
2025-12-07 21:53:33;Lê Ngọc Tuyền;mà nãy h thấy rule nào cũng qtrong ta
2025-12-07 21:53:33;Lê Ngọc Tuyền;:>
2025-12-07 21:53:39;Mai Quỳnh Anh;thì
2025-12-07 21:53:42;Mai Quỳnh Anh;rule tối thiểu mà
2025-12-07 21:53:43;Mai Quỳnh Anh;=))
2025-12-07 21:53:46;Mai Quỳnh Anh;z nên
2025-12-07 21:53:48;Lê Ngọc Tuyền;đroi =))
2025-12-07 21:53:51;Mai Quỳnh Anh;tui ms kêu lập docs
2025-12-07 21:53:57;Mai Quỳnh Anh;rồi vô check
2025-12-07 21:53:59;Mai Quỳnh Anh;sửa
2025-12-07 21:54:01;Mai Quỳnh Anh;rồi sau đó
2025-12-07 21:54:09;Mai Quỳnh Anh;lưu thành word
2025-12-07 21:54:12;Mai Quỳnh Anh;up lên drive chung
2025-12-07 21:54:18;Lê Ngọc Tuyền;đúng rồi
2025-12-07 21:54:56;Mai Quỳnh Anh;z nếu out giữa chừng
2025-12-07 21:55:02;Mai Quỳnh Anh;mn muốn xử lí sao nè
2025-12-07 21:55:28;Lê Ngọc Tuyền;thoi tui nghĩ là ko đc đem gì ra cả đâu
2025-12-07 21:55:33;Lê Ngọc Tuyền;như mấy công ty á
2025-12-07 21:55:37;Lê Ngọc Tuyền;đâu có cho làm gì
2025-12-07 21:55:47;Lê Ngọc Tuyền;tại vì mk chia việc đàng hoàng
2025-12-07 21:55:53;Lê Ngọc Tuyền;nên cũng ko có việc 1 mk tao làm hết
2025-12-07 21:55:55;Lê Ngọc Tuyền;rồi đòi lấy
2025-12-07 21:56:10;Lê Ngọc Tuyền;còn nếu khúc chia ko đều mà ko nói thì mất ráng chịu
2025-12-07 21:56:40;Mai Quỳnh Anh;từ nha
2025-12-07 21:56:43;Mai Quỳnh Anh;bt vde là j hok
2025-12-07 21:56:48;Mai Quỳnh Anh;này ms qtrong nè
2025-12-07 21:56:54;Mai Quỳnh Anh;lúc mik up code lên
2025-12-07 21:57:06;Mai Quỳnh Anh;là mn sẽ có toàn quyền tải về
2025-12-07 21:57:09;Mai Quỳnh Anh;là kể cả
2025-12-07 21:57:11;Mai Quỳnh Anh;bà có cho hay không
2025-12-07 21:57:15;Lê Ngọc Tuyền;Mà biết sao ko
2025-12-07 21:57:17;Mai Quỳnh Anh;ng ta cx sẽ có toàn bộ file
2025-12-07 21:57:20;Lê Ngọc Tuyền;nếu mk có rule á
2025-12-07 21:57:24;Lê Ngọc Tuyền;thì sau này nếu rời
2025-12-07 21:57:29;Lê Ngọc Tuyền;và có chuyện b đó lộ ra
2025-12-07 21:57:31;Lê Ngọc Tuyền;thì có thể là
2025-12-07 21:57:37;Lê Ngọc Tuyền;mk công khai lên
2025-12-07 21:57:40;Lê Ngọc Tuyền;là out ngành luôn í
2025-12-07 21:57:45;Lê Ngọc Tuyền;tối kị của ngành IT á
2025-12-07 21:57:52;Lê Ngọc Tuyền;nên ai làm thì gr sẽ công khai
2025-12-07 21:58:01;Lê Ngọc Tuyền;là coi như đổi nghề luôn nên ko cần lo việc đó á
2025-12-07 21:58:21;Lê Ngọc Tuyền;a2 tui nói cái đó ko ai dặn nhưng cũng ko ai dám làm
2025-12-07 21:58:30;Lê Ngọc Tuyền;vì công ty nào biết là ko nhận á
2025-12-07 21:58:57;Lê Ngọc Tuyền;nên mk chỉ cần viết ra thành rule rồi sau này có gì quá đáng mk pulic rule là dễ dàng à
2025-12-07 21:59:17;Mai Quỳnh Anh;là sẽ quy định luôn
2025-12-07 21:59:21;Mai Quỳnh Anh;trong profile
2025-12-07 21:59:26;Mai Quỳnh Anh;được phép ghi có thgia
2025-12-07 21:59:30;Mai Quỳnh Anh;chứ không được ghi là tác giả
2025-12-07 21:59:32;Mai Quỳnh Anh;vậy th
2025-12-07 21:59:33;Lê Ngọc Tuyền;đúng rồi
2025-12-07 21:59:40;Lê Ngọc Tuyền;v chốt là ko được đem gì ra ha
2025-12-07 21:59:55;Lê Ngọc Tuyền;ê nhma tui định là push github á
2025-12-07 22:00:05;Lê Ngọc Tuyền;nên v tui làm nhóm trưởng tui add mn dô
2025-12-07 22:00:08;Lê Ngọc Tuyền;với mỗi proj
2025-12-07 22:00:13;Lê Ngọc Tuyền;ròi ai out tui kick ha
2025-12-07 22:01:17;Mai Quỳnh Anh;"tức là
không được lấy code ra, cũng không được ghi trong tác giả
nhma trong profile thì được phép ghi có thgia dự án nhưng phải ghi rõ là trong bao lâu"
2025-12-07 22:01:19;Mai Quỳnh Anh;kiểu vậy
2025-12-07 22:01:30;Lê Ngọc Tuyền;đồng ý
2025-12-07 22:02:15;Mai Quỳnh Anh;@mọi người
2025-12-07 22:02:15;Lê Ngọc Tuyền;gì nữa không
2025-12-07 22:02:18;Mai Quỳnh Anh;mn có ý kiến j hok
2025-12-07 22:02:44;Mai Quỳnh Anh;nếu là vi phạm quá nhiều lần
2025-12-07 22:02:45;Nghĩa Đoàn;Yé
2025-12-07 22:02:49;Mai Quỳnh Anh;những lỗi lớn
2025-12-07 22:02:56;Mai Quỳnh Anh;thì
2025-12-07 22:03:06;Mai Quỳnh Anh;tùy nha
2025-12-07 22:03:08;Lê Ngọc Tuyền;những lỗi như là lộ idea ra ngoài
2025-12-07 22:03:15;Mai Quỳnh Anh;phần trăm đóng góp trong dự án là bnh
2025-12-07 22:03:20;Lê Ngọc Tuyền;là lớn nha
2025-12-07 22:04:02;Triêm Đoàn;Liên quan về bảo mật nhóm thì kick luon nhỉ
2025-12-07 22:04:07;Lê Ngọc Tuyền;lộ idea mà cố tình là kick luôn nha
2025-12-07 22:04:09;Mai Quỳnh Anh;"lộ code cho bên thứ 3:"">
kiểu như dùng nó nhưng ghi tác giả là mik ý
bảo mật bla bla"
2025-12-07 22:04:15;Lê Ngọc Tuyền;đúng rồi
2025-12-07 22:04:26;Lê Ngọc Tuyền;mấy cái đó là kick liền
2025-12-07 22:04:27;Lê Ngọc Tuyền;ko xin nhá
2025-12-07 22:04:46;Lê Ngọc Tuyền;ê nhma ví dụ nè
2025-12-07 22:04:55;Lê Ngọc Tuyền;kiểu lỡ ai đó ngó thấy code lúc đang code
2025-12-07 22:04:55;Triêm Đoàn;Cái nì uki luôn
2025-12-07 22:04:59;Lê Ngọc Tuyền;hay gì bla bla
2025-12-07 22:05:04;Mai Quỳnh Anh;cảm giác như mik đang làm luật=)))
2025-12-07 22:05:12;Lê Ngọc Tuyền;kiểu mấy cái vô tình + ko để lại hậu quả
2025-12-07 22:05:18;Lê Ngọc Tuyền;thì coi như vi phạm bth
2025-12-07 22:05:53;Mai Quỳnh Anh;+ code tào lao (virus, hack bậy bạ j đó,...) cx kick thẳng
2025-12-07 22:06:10;Lê Ngọc Tuyền;này là kiểu cố tình phá code
2025-12-07 22:06:21;Lê Ngọc Tuyền;chứ cũng ko phải kiểu vô tình tạo ra virus ha gì đâu ha
2025-12-07 22:06:29;Lê Ngọc Tuyền;kiểu lỡ mk làm idea gì về bên bảo mật
2025-12-07 22:06:39;Lê Ngọc Tuyền;mà có để sơ hở hay code nguy hiểm gì
2025-12-07 22:07:07;Lê Ngọc Tuyền;thì fix thôi
2025-12-07 22:07:15;Lê Ngọc Tuyền;còn cố tình quăng virus hay gì đó
2025-12-07 22:07:18;Lê Ngọc Tuyền;thì kick=))
2025-12-07 22:07:29;Lê Ngọc Tuyền;mà chắc cũng ko có ai làm dị đou =))
2025-12-07 22:07:38;Triêm Đoàn;Chuadutrinh
2025-12-07 22:07:39;Triêm Đoàn;🐋
2025-12-07 22:07:49;Mai Quỳnh Anh;hen xui
2025-12-07 22:07:52;Mai Quỳnh Anh;này là rule
2025-12-07 22:07:58;Lê Ngọc Tuyền;thì rule hoi
2025-12-07 22:07:58;Mai Quỳnh Anh;thì phải đủ mọi trg hợp
2025-12-07 22:08:02;Mai Quỳnh Anh;tại vì
2025-12-07 22:08:09;Mai Quỳnh Anh;này là pj để mốt mn đem ra
2025-12-07 22:08:13;Mai Quỳnh Anh;làm dự án cá nhân
2025-12-07 22:08:17;Mai Quỳnh Anh;nên hok tầm bậy được
2025-12-07 22:08:27;Lê Ngọc Tuyền;đúng ròi
2025-12-07 22:08:30;Mai Quỳnh Anh;ảnh hg là ảnh hg cả nhóm
2025-12-07 22:08:32;Mai Quỳnh Anh;":"">>"
2025-12-07 22:08:37;Lê Ngọc Tuyền;rồi típ i
2025-12-07 22:08:41;Lê Ngọc Tuyền;còn gì nữa ko
2025-12-07 22:08:47;Mai Quỳnh Anh;về vde thiếu trách nhiệm
2025-12-07 22:08:54;Mai Quỳnh Anh;vd như là
2025-12-07 22:08:58;Mai Quỳnh Anh;cố tình không đọc tn
2025-12-07 22:09:01;Mai Quỳnh Anh;bơ tin nhắn
2025-12-07 22:09:11;Mai Quỳnh Anh;không làm đúng hạn
2025-12-07 22:09:17;Mai Quỳnh Anh;hoặc không làm
2025-12-07 22:09:26;Mai Quỳnh Anh;làm tào lao cho xong
2025-12-07 22:09:39;Lê Ngọc Tuyền;chắc 3 tới 5 lần kick ha
2025-12-07 22:09:40;Mai Quỳnh Anh;thì tùy mức độ nha
2025-12-07 22:09:42;Lê Ngọc Tuyền;tuỳ trường hợp
2025-12-07 22:09:44;Mai Quỳnh Anh;vd như là
2025-12-07 22:09:58;Mai Quỳnh Anh;làm cho pj bị kéo dài
2025-12-07 22:10:00;Mai Quỳnh Anh;bug nguyên dàn
2025-12-07 22:10:09;Mai Quỳnh Anh;thì được coi như lỗi lớn nha
2025-12-07 22:10:26;Lê Ngọc Tuyền;à mà tui định là 3 tháng reset số lần đếm 1 lần nếu chưa được tới 3 lần để bao nước á
2025-12-07 22:10:35;Mai Quỳnh Anh;đặc biệt là sai vs rule đã quy định
2025-12-07 22:10:50;Mai Quỳnh Anh;kiểu như ẩu xong rồi đặt tên sai tùm lum á
2025-12-07 22:10:57;Mai Quỳnh Anh;sẽ có thgian sửa
2025-12-07 22:11:02;Mai Quỳnh Anh;nhma vẫn tính alf lỗi lớn
2025-12-07 22:11:14;Lê Ngọc Tuyền;nói chung là cố tình nha =))
2025-12-07 22:11:28;Lê Ngọc Tuyền;nhma vô tình + có cố gắng sửa thì cũng chấp nhận
2025-12-07 22:11:30;Lê Ngọc Tuyền;nhma vẫn tính
2025-12-07 22:11:37;Lê Ngọc Tuyền;à thoi
2025-12-07 22:11:38;Lê Ngọc Tuyền;ko tính
2025-12-07 22:11:47;Lê Ngọc Tuyền;bug thì cũng khó nói
2025-12-07 22:11:51;Mai Quỳnh Anh;"còn gây war nội bộ
chia bè kết phái đồ đó
cô lập cả nhóm thì xem xét kick=))"
2025-12-07 22:12:03;Lê Ngọc Tuyền;đúng
2025-12-07 22:13:02;Lê Ngọc Tuyền;rồi gì nữa khom
2025-12-07 22:13:40;Mai Quỳnh Anh;từ nha
2025-12-07 22:13:57;Mai Quỳnh Anh;có vde j
2025-12-07 22:14:04;Mai Quỳnh Anh;bắt buộc phải nhắn trong nhóm
2025-12-07 22:14:09;Mai Quỳnh Anh;(war hay j đó)
2025-12-07 22:14:20;Lê Ngọc Tuyền;Làm gì cũng phải vì lợi ích chung của nhóm, không vì điều kiện cá nhân, lợi ích hay thù ghét cá nhân
2025-12-07 22:14:21;Mai Quỳnh Anh;để những ng còn lại bt luôn
2025-12-07 22:14:28;Mai Quỳnh Anh;nói chung làm j cx phải public
2025-12-07 22:14:36;Lê Ngọc Tuyền;đó tui có ghi cái này nè
2025-12-07 22:14:36;Lê Ngọc Tuyền;Nếu có xích mích hay không hài lòng phải nói ra, không được lúc bàn chung thì đồng ý lúc về nhà thì im rồi đi kể người ngoài - dù chỉ có 1 người khác ý kiến cả nhóm vẫn có thể nói ra để bàn bạc thêm.
2025-12-07 22:14:38;Mai Quỳnh Anh;trừ khi mn đang được giao 1 việc giống nhau
2025-12-07 22:14:39;Mai Quỳnh Anh;thì được
2025-12-07 22:14:57;Lê Ngọc Tuyền;ê
2025-12-07 22:14:59;Lê Ngọc Tuyền;tầm 1 năm
2025-12-07 22:15:08;Lê Ngọc Tuyền;sẽ xem xét lại về tính hợp lệ của rule
2025-12-07 22:15:13;Lê Ngọc Tuyền;sẽ có chỉnh sửa để phù hợp
2025-12-07 22:15:38;Mai Quỳnh Anh;ầu ke nha
2025-12-07 22:15:58;Mai Quỳnh Anh;về việc quản lí
2025-12-07 22:15:59;Mai Quỳnh Anh;thì
2025-12-07 22:16:27;Mai Quỳnh Anh;1 là nếu chốt plan, dl, thay đổi plan hoặc dl,....
2025-12-07 22:16:30;Mai Quỳnh Anh;phải họp off
2025-12-07 22:16:38;Mai Quỳnh Anh;còn báo cáo
2025-12-07 22:16:52;Mai Quỳnh Anh;thì sẽ có quy định chung
2025-12-07 22:17:05;Lê Ngọc Tuyền;như tui nói về báo cáo nãy mn thấy sao
2025-12-07 22:17:29;Lê Ngọc Tuyền;không cần phải quá nghiêm khắc về style quá đối với báo cáo định kỳ
2025-12-07 22:17:34;Lê Ngọc Tuyền;nhưng phải đầy đủ
2025-12-07 22:17:36;Lê Ngọc Tuyền;rõ ràng
2025-12-07 22:17:42;Lê Ngọc Tuyền;dễ đọc chỉnh chu
2025-12-07 22:17:45;Mai Quỳnh Anh;up lên zalo kèm ndung đã hoàn thành, bug gì, ndung được giao là gì, tự đánh giá nha
2025-12-07 22:17:54;Mai Quỳnh Anh;đủ thì dễ qli hơn
2025-12-07 22:18:00;Mai Quỳnh Anh;pj thì file rất nhiều luôn
2025-12-07 22:18:16;Lê Ngọc Tuyền;còn ví dụ như mỗi lần ra kết quả đủ xịn thì sẽ làm 1 cái báo cáo xịn xò cái đó tính sau
2025-12-07 22:18:35;Mai Quỳnh Anh;tức là
2025-12-07 22:18:41;Mai Quỳnh Anh;mik sẽ chia ra các giai đoạn
2025-12-07 22:18:47;Mai Quỳnh Anh;như 1 dự án thực thụ
2025-12-07 22:18:51;Mai Quỳnh Anh;5 6 bước á
2025-12-07 22:18:57;Mai Quỳnh Anh;mỗi 1 giai đoạn là 1 báo cáo
2025-12-07 22:19:00;Lê Ngọc Tuyền;đúng rồi
2025-12-07 22:19:07;Mai Quỳnh Anh;báo cáo cá nhân thì 1 tuần 1 lần
2025-12-07 22:19:16;Lê Ngọc Tuyền;cái ko strick là cái này nè
2025-12-07 22:19:24;Lê Ngọc Tuyền;cái này strick nha
2025-12-07 22:19:25;Mai Quỳnh Anh;theo tui nhớ thì
2025-12-07 22:19:38;Mai Quỳnh Anh;1 là kiểu thu thập ycau
2025-12-07 22:19:44;Mai Quỳnh Anh;2 là lên kế hoạch
2025-12-07 22:19:47;Mai Quỳnh Anh;3 là code
2025-12-07 22:19:50;Mai Quỳnh Anh;4 là kiểm thử
2025-12-07 22:19:55;Lê Ngọc Tuyền;cái waterfalld á hả
2025-12-07 22:20:02;Mai Quỳnh Anh;kiểu dị á bà
2025-12-07 22:20:17;Mai Quỳnh Anh;có thể có leader cho từng giai đoạn
2025-12-07 22:20:19;Mai Quỳnh Anh;tại vì
2025-12-07 22:20:24;Lê Ngọc Tuyền;oki cái đó vô prọ rồi chọn + lên plan sau
2025-12-07 22:20:29;Mai Quỳnh Anh;mn muốn thử sức vs cái j thì có thể xung phong
2025-12-07 22:20:34;Mai Quỳnh Anh;làm leader giai đoạn đó
2025-12-07 22:20:57;Lê Ngọc Tuyền;chắc là
2025-12-07 22:21:01;Lê Ngọc Tuyền;rule v ổn rồi á
2025-12-07 22:21:11;Mai Quỳnh Anh;gửi qua i
2025-12-07 22:21:12;Mai Quỳnh Anh;hóng
2025-12-07 22:21:31;Nghĩa Đoàn;đống này ha
2025-12-07 22:21:52;Mai Quỳnh Anh;ya
2025-12-07 22:21:57;Mai Quỳnh Anh;quy trình như vậy
2025-12-07 22:22:03;Mai Quỳnh Anh;thì mỗi 1 giai đoạn
2025-12-07 22:22:09;Mai Quỳnh Anh;sẽ bầu lại nhóm trg
2025-12-07 22:22:16;Mai Quỳnh Anh;nhóm trg toàn pj là bà tuyền
2025-12-07 22:22:23;Mai Quỳnh Anh;còn mn cứ xung phong theo giai đoạn th
2025-12-07 22:22:27;Mai Quỳnh Anh;để tránh bả ôm việc
2025-12-07 22:22:33;Mai Quỳnh Anh;vs để mn thử sức
2025-12-07 22:22:37;Mai Quỳnh Anh;làm leader hay mà
2025-12-07 22:23:27;Lê Ngọc Tuyền;đúng rồi
2025-12-07 22:24:26;Lê Ngọc Tuyền;cũng cũng ha =))
2025-12-07 22:24:32;Mai Quỳnh Anh;bà chia phần ra i
2025-12-07 22:24:33;Mai Quỳnh Anh;kiểu như
2025-12-07 22:24:36;Mai Quỳnh Anh;phần 1 là
2025-12-07 22:24:39;Mai Quỳnh Anh;trường hợp j
2025-12-07 22:24:45;Mai Quỳnh Anh;kiểu như đang trong pj
2025-12-07 22:24:51;Mai Quỳnh Anh;2 là về việc out pj
2025-12-07 22:24:57;Mai Quỳnh Anh;3 là trách nhiệm
2025-12-07 22:24:58;Mai Quỳnh Anh;kiểu z
2025-12-07 22:25:00;Lê Ngọc Tuyền;oki
2025-12-07 22:25:03;Lê Ngọc Tuyền;nãy note sơ sơ
2025-12-07 22:25:15;Lê Ngọc Tuyền;xíu rảnh làm thành doc ha pdf cho hoàn chỉnh sau
2025-12-07 22:25:21;Lê Ngọc Tuyền;nội dung trước đã
2025-12-07 22:25:22;Lê Ngọc Tuyền;=))
2025-12-07 22:25:29;Mai Quỳnh Anh;bà up docs á
2025-12-07 22:25:31;Mai Quỳnh Anh;dô sửa choa
2025-12-07 22:25:38;Lê Ngọc Tuyền;oki để đẩy lên doc
2025-12-07 22:26:21;Lê Ngọc Tuyền;https://docs.google.com/document/d/18rN3682ggQX1u9QnXfQ0w-A-kUuvFeIX4z15aNGstdU/edit?usp=sharing
2025-12-07 22:26:30;Lê Ngọc Tuyền;giờ cho mn sửa xong tầm 3 hôm sau chốt
2025-12-07 22:26:33;Lê Ngọc Tuyền;là khoá nha
2025-12-07 22:26:41;Lê Ngọc Tuyền;để tránh mn chỉnh nữa =))
2025-12-07 22:26:56;Mai Quỳnh Anh;oke
2025-12-07 22:27:04;Lê Ngọc Tuyền;@everyone đọc qua nha mn
2025-12-07 22:27:14;Triêm Đoàn;Okee luon
2025-12-07 22:27:38;Lê Ngọc Tuyền;nói để mn tích cực là
2025-12-07 22:27:45;Lê Ngọc Tuyền;mình tự làm vài lần cho tự tin i
2025-12-07 22:27:54;Lê Ngọc Tuyền;tui có biết chỗ có nhận mấy dự án về làm
2025-12-07 22:27:58;Lê Ngọc Tuyền;kiểu làm thuê luôn á
2025-12-07 22:28:05;Lê Ngọc Tuyền;tới đó kiếm được tiền sao =))
2025-12-07 22:28:21;Lê Ngọc Tuyền;còn giờ thì học thui =))
2025-12-07 22:28:52;Mai Quỳnh Anh;yup
2025-12-07 22:28:59;Mai Quỳnh Anh;làm việc vs nhau nghiêm túc 1 lần
2025-12-07 22:29:01;Mai Quỳnh Anh;🐋
2025-12-07 22:29:15;Triêm Đoàn;Có gì mai mốt đi làm có cái vào trong CV cũng lợi thế luon
2025-12-07 22:29:18;Mai Quỳnh Anh;mn vô sửa lại câu từ nha
2025-12-07 22:29:32;Lê Ngọc Tuyền;sao á ông
2025-12-07 22:29:32;Mai Quỳnh Anh;có thể là startup được luôn
2025-12-07 22:29:34;Mai Quỳnh Anh;nếu hợp nhau
2025-12-07 22:29:40;Lê Ngọc Tuyền;nghiêm túc là v luôn mà
2025-12-07 22:30:16;Nghĩa Đoàn;Yee
2025-12-07 22:30:30;Lê Ngọc Tuyền;các nhà làm luật đã ra lò=))
2025-12-07 22:31:34;Nghĩa Đoàn;Xloi cả nhà, xí e check docs lại nhá, nãy h vừa đọc vừa làm đồ án với bạn nên ko tiện bật tab
2025-12-07 22:31:44;Mai Quỳnh Anh;=)))))
2025-12-07 22:31:45;Mai Quỳnh Anh;okee
2025-12-07 22:33:49;Hà Đăng Khôi;hmm ý là để xem lại hong biết nó có hợp với nhóm mình hong đã. tại họp hành cũng nhiều thấy nếu là họp dài nên có một người phụ trách ghi lại. còn nhóm trưởng thì nên giữ cái flow, nhóm trưởng với nhóm check lại chung thôi :>
2025-12-07 22:34:02;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc ❤ về tin nhắn của bạn 
2025-12-07 22:34:21;Lê Ngọc Tuyền;kiểu có lẽ sẽ cần thư ký hay gì đó của đợt đó hoặc thay phiên nhau
2025-12-07 22:34:35;Lê Ngọc Tuyền;còn cái tui ghi thì có nghĩa kiểu là mấy cái mn cần take note hôm đó
2025-12-07 22:34:36;Lê Ngọc Tuyền;kiểu v
2025-12-07 22:34:42;Hà Đăng Khôi;okiii
2025-12-07 22:34:47;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc ❤ về tin nhắn của bạn 
2025-12-07 22:35:44;Hà Đăng Khôi;tạo folder trên drive sẵn i rồi quăng cái này vào luôn
2025-12-07 22:35:50;Hà Đăng Khôi;:>
2025-12-07 22:35:52;Lê Ngọc Tuyền;oki
2025-12-07 22:36:04;Lê Ngọc Tuyền;ông tạo i
2025-12-07 22:36:11;Hà Đăng Khôi;tui hả
2025-12-07 22:36:15;Hà Đăng Khôi;oki
2025-12-07 22:36:19;Lê Ngọc Tuyền;ai cũng được é
2025-12-07 22:36:52;Lê Ngọc Tuyền;mà có ai muốn giữ quỹ của nhóm hong
2025-12-07 22:38:04;Lê Ngọc Tuyền;ê quên dị thêm cái rule là thủ quỹ là lủm hết tiền ròi bỏ trốn là báo công an nah
2025-12-07 22:38:06;Lê Ngọc Tuyền;=)))))))))))
2025-12-07 22:38:48;Hà Đăng Khôi;=))))))))))
2025-12-07 22:38:50;Hà Đăng Khôi;thêm i
2025-12-07 22:38:54;Lê Ngọc Tuyền;=))
2025-12-07 22:39:07;Triêm Đoàn;:>>>>>
2025-12-07 22:39:07;Lê Ngọc Tuyền;ko biết nó trong mục nào luôn =))
2025-12-07 22:39:09;Triêm Đoàn;hêh
2025-12-07 22:39:53;Hà Đăng Khôi;ê nma nếu tui thì nói trước là drive tui share cho 9 cái tk khác của tui nha :>
2025-12-07 22:40:08;Lê Ngọc Tuyền;hẽ là xeo =))
2025-12-07 22:40:14;Hà Đăng Khôi;do cái root share nên trong sửa kh được :)))
2025-12-07 22:40:29;Lê Ngọc Tuyền;=)) cgi lạ dị
2025-12-07 22:40:34;Hà Đăng Khôi;https://drive.google.com/drive/folders/1xgSLWNojKYHJc1p6Q8AzIs-YBInTTvT2?usp=drive_link
2025-12-07 22:40:44;Lê Ngọc Tuyền;ai dạy share kiểu đó
2025-12-07 22:40:47;Lê Ngọc Tuyền;=))))))))))))))))))))))))
2025-12-07 22:41:01;Lê Ngọc Tuyền;tui đã nói lại được ổng ròi mn oi =)
2025-12-07 22:41:02;Mai Quỳnh Anh;=))))))))))
2025-12-07 22:41:08;Mai Quỳnh Anh;đã he
2025-12-07 22:42:56;Hà Đăng Khôi;Do private nên nó vậy á
2025-12-07 22:43:05;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2025-12-07 22:43:05;Hà Đăng Khôi;=)))
2025-12-07 22:43:16;Lê Ngọc Tuyền;dị hẽ
2025-12-07 22:43:19;Lê Ngọc Tuyền;tức là
2025-12-07 22:43:23;Lê Ngọc Tuyền;cái drive đó
2025-12-07 22:43:30;Lê Ngọc Tuyền;ông sẽ có 9 cái acc ở trỏng hả
2025-12-07 22:43:31;Lê Ngọc Tuyền;=))
2025-12-07 22:43:37;Hà Đăng Khôi;Đúng rùi
2025-12-07 22:43:49;Hà Đăng Khôi;Tại tui có 1 cái tk chính
2025-12-07 22:44:12;Hà Đăng Khôi;Nó hong luư gì nhưng mà giữ mấy thư mục với root
2025-12-07 22:44:23;Hà Đăng Khôi;Còn mấy tk kia mới dùng để luư
2025-12-07 22:44:46;Hà Đăng Khôi;Cái gemini pro nó cho 2TB
2025-12-07 22:44:57;Hà Đăng Khôi;Mà giờ đang sài 12mb
2025-12-07 22:45:04;Hà Đăng Khôi;:)))))
2025-12-07 22:45:06;Lê Ngọc Tuyền;=)))
2025-12-07 22:45:14;Lê Ngọc Tuyền;mà nchung là
2025-12-07 22:45:21;Lê Ngọc Tuyền;drive của ông hết đc ròi ha
2025-12-07 22:46:33;Lê Ngọc Tuyền;mn ơi ai chưa add zalo
2025-12-07 22:46:35;Lê Ngọc Tuyền;add tui i
2025-12-07 22:46:39;Lê Ngọc Tuyền;tui tạo gr zalo
2025-12-07 22:46:42;Hà Đăng Khôi;Ê
2025-12-07 22:47:00;Lê Ngọc Tuyền;xeo é
2025-12-07 22:47:22;Lê Ngọc Tuyền;ủa gr này tui chưa add zalo ai luôn =))
2025-12-07 22:47:27;Lê Ngọc Tuyền;0335921266
2025-12-07 22:47:31;Lê Ngọc Tuyền;ê mn
2025-12-07 22:47:34;Lê Ngọc Tuyền;vô group
2025-12-07 22:47:34;Hà Đăng Khôi;@mọi người  cho xin hết mấy mail mà mn xài để add một lần :>
2025-12-07 22:47:37;Lê Ngọc Tuyền;điền sđt i
2025-12-07 22:47:42;Lê Ngọc Tuyền;tui nghĩ cần á
2025-12-07 22:47:50;Lê Ngọc Tuyền;mail luôn
2025-12-07 22:47:52;Hà Đăng Khôi;do private nên nó v á =)))
2025-12-07 22:47:52;Hà Đăng Khôi;🐋
